"order_id";"transaction_id";"restaurant_location";"timestamp";"item_name";"quantity";"unit_price";"discount";"total_amount"
100080;500080;"Downtown";"2025-07-06 11:34:00";"Burger item 16";2;17.26;"0";34.52
100081;500081;"Downtown";"2025-05-18 16:45:00";"Beverage item 40";5;17.32;"0";86.6
100082;500082;"Riverside";"2025-07-27 21:55:00";"Grilled salmon";1;30.99;"0.15";26.34
100083;500083;"Westgate";"2025-07-24 18:48:00";"Appetizer item 31";2;17.56;"0";35.12
100084;500084;"Westgate";"2025-02-16 14:56:00";"Pizz item 42";2;19.83;"0";39.66
100085;500085;"Downtown";"2025-06-07 17:09:00";"Dessert item 46";2;25.94;"0.15";44.1
100086;500086;"Riverside";"2025-12-01 19:34:00";"Side item 19";1;14.02;"0";14.02
100087;500087;"Riverside";"2025-06-30 13:51:00";"Beverage item 4";1;23.66;"0.15";20.11
100088;500088;"Riverside";"2025-12-31 14:06:00";"Beverage item 40";3;17.32;"0";51.96
100089;500089;"Riverside";"2025-02-11 14:57:00";"Pizz item 55";1;25.08;"0.15";21.32
100090;500090;"Downtown";"2025-10-20 11:39:00";"Main item 10";1;22.69;"0";22.69
100091;500091;"Westgate";"2025-11-06 12:59:00";"Burger item 11";1;26.52;"0";26.52
100092;500092;"Downtown";"2025-05-11 11:05:00";"Appetizer item 29";1;25.92;"0.1";23.33
100094;500094;"Westgate";"2025-11-22 22:00:00";"Classic burger";1;16.99;"0";16.99
100095;500095;"Riverside";"2025-12-20 20:35:00";"Caesar salad";3;12.99;"0";38.97
100096;500096;"Westgate";"2025-03-27 21:36:00";"Beverage item 24";2;9.81;"0";19.62
100097;500097;"Downtown";"2025-08-28 21:48:00";"Salad item 45";1;22.28;"0.1";20.05
100098;500098;"Westgate";"2025-11-11 16:38:00";"Salad item 45";1;22.28;"0.1";20.05
100099;500099;"Westgate";"2025-05-27 14:48:00";"Margherita pizza";1;15.99;"0";15.99
100100;500100;"Downtown";"2025-10-31 12:42:00";"Chicken alfredo";1;18.49;"0.1";16.64
100101;500101;"Riverside";"2025-06-21 21:14:00";"Margherita pizza";3;15.99;"0";47.97
100102;500102;"Westgate";"2025-01-09 18:42:00";"Past item 41";1;15.0;"0";15.0
100103;500103;"Riverside";"2025-05-09 10:32:00";"Appetizer item 58";1;7.66;"0";7.66
100104;500104;"Downtown";"2025-07-20 19:40:00";"Past item 41";1;15.0;"0.1";13.5
100105;500105;"Westgate";"2025-10-29 22:47:00";"Margherita pizza";1;15.99;"0";15.99
100106;500106;"Westgate";"2025-02-07 12:37:00";"Main item 54";1;25.7;"0.15";21.84
100107;500107;"Riverside";"2025-04-08 17:12:00";"Caesar salad";1;12.99;"0.1";11.69
100108;500108;"Westgate";"2025-08-18 15:42:00";"Coffee";1;4.49;"0.1";4.04
100109;500109;"Downtown";"2025-11-27 12:43:00";"Salad item 2";1;11.93;"0.1";10.74
100110;500110;"Westgate";"2025-05-18 20:55:00";"Burger item 51";2;20.66;"0.15";35.12
100111;500111;"Downtown";"2025-02-17 12:08:00";"Fish & chips";1;20.99;"0";20.99
100112;500112;"Riverside";"2025-03-31 16:18:00";"Caesar salad";1;12.99;"0.15";11.04
100113;500113;"Downtown";"2025-05-04 13:09:00";"Salad item 2";1;11.93;"0";11.93
100114;500114;"Westgate";"2025-08-23 15:48:00";"Coffee";1;4.49;"0";4.49
100116;500116;"Riverside";"2025-07-13 20:40:00";"Dessert item 37";1;14.43;"0";14.43
100117;500117;"Westgate";"2025-10-13 19:57:00";"Margherita pizza";1;15.99;"0";15.99
100118;500118;"Riverside";"2025-07-07 19:29:00";"Main item 26";1;19.74;"0";19.74
100119;500119;"Westgate";"2025-01-13 18:39:00";"Appetizer item 29";2;25.92;"0";51.84
100120;500120;"Downtown";"2025-09-07 21:42:00";"Chicken alfredo";2;18.49;"0";36.98
100121;500121;"Downtown";"2025-10-11 11:51:00";"Appetizer item 14";1;24.31;"0";24.31
100122;500122;"Westgate";"2025-06-14 10:18:00";"Past item 30";1;27.78;"0";27.78
100123;500123;"Downtown";"2025-02-15 17:44:00";"Appetizer item 47";1;14.19;"0";14.19
100124;500124;"Riverside";"2025-07-16 12:03:00";"Classic burger";2;16.99;"0.15";28.88
100125;500125;"Downtown";"2025-12-26 22:18:00";"Coffee";1;4.49;"0";4.49
100126;500126;"Downtown";"2025-07-24 16:21:00";"Dessert item 8";2;8.2;"0";16.4
100127;500127;"Westgate";"2025-03-13 18:46:00";"Burger item 11";1;26.52;"0";26.52
100128;500128;"Riverside";"2025-10-09 14:35:00";"Salad item 36";2;12.6;"0.15";21.42
100129;500129;"Riverside";"2025-12-08 21:34:00";"Burger item 51";1;20.66;"0";20.66
100131;500131;"Riverside";"2025-10-23 13:40:00";"Pizz item 1";1;16.07;"0.15";13.66
100132;500132;"Riverside";"2025-11-13 15:33:00";"Salad item 45";1;22.28;"0";22.28
100133;500133;"Westgate";"2025-01-30 22:28:00";"Past item 7";1;17.3;"0";17.3
100134;500134;"Westgate";"2025-04-06 12:18:00";"Appetizer item 31";1;17.56;"0";17.56
100135;500135;"Downtown";"2025-11-08 21:43:00";"Side item 12";1;22.43;"0";22.43
100136;500136;"Downtown";"2025-08-01 10:05:00";"Caesar salad";2;12.99;"0";25.98
100137;500137;"Downtown";"2025-11-22 19:06:00";"Chicken alfredo";2;18.49;"0";36.98
100138;500138;"Riverside";"2025-09-21 21:20:00";"Dessert item 43";3;26.0;"0.1";70.2
100139;500139;"Westgate";"2025-05-05 16:57:00";"Main item 26";2;19.74;"0.15";33.56
100140;500140;"Riverside";"2025-09-05 12:03:00";"Salad item 35";1;12.79;"0";12.79
100141;500141;"Riverside";"2025-04-12 20:32:00";"Past item 56";1;18.78;"0";18.78
100142;500142;"Downtown";"2025-10-21 15:40:00";"Burger item 11";2;26.52;"0.15";45.08
100143;500143;"Westgate";"2025-09-12 21:43:00";"Coffee";2;4.49;"0";8.98
100144;500144;"Westgate";"2025-03-08 21:58:00";"Appetizer item 47";1;14.19;"0";14.19
100145;500145;"Westgate";"2025-02-10 21:44:00";"Burger item 21";1;22.18;"0";22.18
100146;500146;"Downtown";"2025-02-02 16:43:00";"Coffee";1;4.49;"0";4.49
100147;500147;"Westgate";"2025-02-22 18:15:00";"Past item 30";3;27.78;"0.15";70.84
100148;500148;"Riverside";"2025-05-07 21:36:00";"Fish & chips";1;20.99;"0";20.99
100149;500149;"Westgate";"2025-08-24 11:41:00";"Salad item 36";1;12.6;"0.1";11.34
100150;500150;"Westgate";"2025-08-13 18:33:00";"Salad item 53";2;18.54;"0";37.08
100151;500151;"Riverside";"2025-01-07 10:02:00";"Veggie wrap";4;10.99;"0";43.96
100152;500152;"Riverside";"2025-09-18 14:42:00";"Beverage item 23";5;19.98;"0.1";89.91
100153;500153;"Riverside";"2025-01-10 22:55:00";"Side item 19";1;14.02;"0";14.02
100154;500154;"Downtown";"2025-12-13 13:13:00";"Burger item 16";2;17.26;"0";34.52
100155;500155;"Riverside";"2025-12-30 14:19:00";"Margherita pizza";1;15.99;"0.1";14.39
100156;500156;"Westgate";"2025-09-19 17:07:00";"Bbq burger";1;17.49;"0";17.49
100157;500157;"Westgate";"2025-08-03 10:10:00";"Burger item 51";1;20.66;"0";20.66
100158;500158;"Westgate";"2025-12-10 15:17:00";"Appetizer item 57";1;17.85;"0";17.85
100159;500159;"Westgate";"2025-02-01 14:48:00";"Ribeye steak";2;34.99;"0";69.98
100160;500160;"Westgate";"2025-03-23 10:18:00";"Side item 22";2;8.94;"0";17.88
100162;500162;"Riverside";"2025-07-23 20:19:00";"Ribeye steak";1;34.99;"0";34.99
100163;500163;"Downtown";"2025-06-07 10:15:00";"Pizz item 28";1;15.18;"0";15.18
100164;500164;"Downtown";"2025-10-13 16:37:00";"Appetizer item 58";1;7.66;"0.15";6.51
100165;500165;"Downtown";"2025-07-03 18:50:00";"Dessert item 43";2;26.0;"0";52.0
100166;500166;"Riverside";"2025-12-23 20:41:00";"Pizz item 50";3;9.44;"0";28.32
100167;500167;"Westgate";"2025-11-26 18:41:00";"Reserve wine";2;39.99;"0";79.98
100168;500168;"Riverside";"2025-03-13 16:13:00";"Side item 12";4;22.43;"0";89.72
100169;500169;"Westgate";"2025-07-17 20:17:00";"Chicken alfredo";1;18.49;"0";18.49
100170;500170;"Westgate";"2025-12-31 11:10:00";"Grilled salmon";1;30.99;"0";30.99
100171;500171;"Westgate";"2025-05-15 17:05:00";"Salad item 45";1;22.28;"0";22.28
100172;500214;"Riverside";"2025-03-29 16:16:00";"Burger item 11";3;26.52;"0";79.56
100173;500173;"Westgate";"2025-08-31 22:05:00";"Classic burger";2;16.99;"0";33.98
100174;500174;"Riverside";"2025-05-06 18:56:00";"Classic burger";2;18.59;"0";37.18
100175;500175;"Downtown";"2025-10-12 20:52:00";"Appetizer item 29";1;25.92;"0";25.92
100176;500176;"Westgate";"2025-11-10 20:26:00";"Caesar salad";1;12.99;"0";12.99
100177;500177;"Downtown";"2025-09-07 11:16:00";"Appetizer item 47";1;14.19;"0.1";12.77
100178;500178;"Westgate";"2025-07-31 10:57:00";"Main item 9";1;21.73;"0.15";18.47
100179;500179;"Downtown";"2025-04-22 12:37:00";"Dessert item 8";2;8.2;"0";16.4
100180;500180;"Westgate";"2025-11-26 17:55:00";"Dessert item 46";2;27.06;"0";54.12
100181;500181;"Downtown";"2025-05-01 16:59:00";"Burger item 16";1;17.26;"0";17.26
100182;500182;"Riverside";"2025-08-16 21:33:00";"Burger item 6";2;22.9;"0.1";41.22
100183;500183;"Westgate";"2025-05-07 15:34:00";"Salad item 53";1;18.54;"0";18.54
100184;500184;"Westgate";"2025-10-01 12:02:00";"Salad item 27";2;10.96;"0";21.92
100186;500186;"Westgate";"2025-03-20 12:37:00";"Coffee";1;4.49;"0";4.49
100187;500187;"Downtown";"2025-05-30 12:03:00";"Burger item 51";1;20.66;"0";20.66
100188;500188;"Westgate";"2025-05-15 12:12:00";"Past item 48";1;19.48;"0";19.48
100189;500189;"Downtown";"2025-03-05 10:51:00";"Dessert item 43";2;26.0;"0";52.0
100190;500190;"Westgate";"2025-02-08 15:45:00";"Appetizer item 47";3;14.19;"0";42.57
100192;500192;"Downtown";"2025-05-27 17:41:00";"Salad item 36";2;12.6;"0";25.2
100193;500193;"Downtown";"2025-07-13 14:04:00";"Beverage item 24";1;9.81;"0.15";8.34
100194;500194;"Riverside";"2025-04-28 10:35:00";"Coffee";1;4.49;"0";4.49
100195;500195;"Downtown";"2025-03-17 12:20:00";"Past item 56";1;18.78;"0.1";16.9
100196;500196;"Westgate";"2025-05-22 12:23:00";"Burger item 11";2;26.52;"0";53.04
100197;500197;"Riverside";"2025-02-27 13:07:00";"Beverage item 24";1;9.81;"0";9.81
100198;500198;"Downtown";"2025-06-24 19:54:00";"Pizz item 42";4;19.83;"0";79.32
100199;500199;"Downtown";"2025-08-18 17:20:00";"Past item 48";1;19.0;"0";19.0
100200;500200;"Riverside";"2025-12-20 18:26:00";"Appetizer item 57";3;17.85;"0";53.55
100201;500201;"Westgate";"2025-05-25 19:51:00";"Past item 48";1;19.48;"0.1";17.53
100202;500202;"Riverside";"2025-05-21 14:01:00";"Side item 20";1;8.05;"0";8.05
100203;500203;"Westgate";"2025-10-23 14:44:00";"Pizz item 38";1;22.79;"0";22.79
100204;500170;"Riverside";"2025-08-28 14:55:00";"Main item 9";2;21.73;"0.15";36.94
100205;500205;"Westgate";"2025-07-09 21:05:00";"Main item 54";2;25.7;"0.1";46.26
100206;500206;"Downtown";"2025-10-04 22:58:00";"Salad item 2";1;11.93;"0";11.93
100207;500207;"Downtown";"2025-02-21 16:21:00";"Appetizer item 31";4;17.56;"0";70.24
100208;500208;"Riverside";"2025-05-30 11:38:00";"Pizz item 1";2;16.07;"0";32.14
100209;500209;"Westgate";"2025-04-26 22:51:00";"Dessert item 32";2;26.69;"0";53.38
100211;500211;"Riverside";"2025-08-27 13:16:00";"Burger item 51";1;20.66;"0.1";18.59
100212;500212;"Riverside";"2025-01-25 19:18:00";"Burger item 51";5;20.66;"0.15";87.8
100213;500213;"Riverside";"2025-09-27 13:45:00";"Main item 10";3;22.69;"0";68.07
100214;500214;"Westgate";"2025-08-05 17:03:00";"Appetizer item 58";1;7.66;"0.15";6.51
100215;500215;"Riverside";"2025-07-01 12:44:00";"Beverage item 40";1;17.32;"0";17.32
100216;500216;"Downtown";"2025-06-25 21:21:00";"Salad item 27";2;10.96;"0";21.92
100217;500217;"Riverside";"2025-08-05 16:09:00";"Past item 56";3;18.78;"0";56.34
100219;500219;"Downtown";"2025-04-25 13:06:00";"Fish & chips";1;20.99;"0";20.99
100220;500220;"Riverside";"2025-01-11 16:05:00";"Appetizer item 31";1;17.56;"0.15";14.93
100221;500221;"Westgate";"2025-05-15 19:03:00";"Coffee";2;4.49;"0";8.98
100222;500222;"Downtown";"2025-08-03 11:21:00";"Classic burger";5;16.99;"0";84.95
100223;500223;"Westgate";"2025-08-15 11:48:00";"Salad item 27";1;10.96;"0";10.96
100224;500224;"Westgate";"2025-10-16 13:07:00";"Past item 56";2;18.78;"0.1";33.8
100225;500225;"Riverside";"2025-10-16 18:12:00";"Past item 41";2;15.0;"0.1";27.0
100226;500226;"Westgate";"2025-05-03 18:41:00";"Past item 41";1;15.0;"0.15";12.75
100227;500227;"Downtown";"2025-09-01 11:57:00";"Pizz item 1";2;16.07;"0";32.14
100228;500228;"Westgate";"2025-08-09 13:06:00";"Dessert item 34";3;17.41;"0";52.23
100229;500229;"Riverside";"2025-06-10 11:31:00";"Coffee";1;4.49;"0.15";3.82
100230;500230;"Westgate";"2025-08-04 10:43:00";"Dessert item 32";3;26.69;"0";80.07
100231;500231;"Westgate";"2025-04-27 16:58:00";"Burger item 16";3;17.26;"0.15";44.01
100232;500232;"Downtown";"2025-02-04 17:33:00";"Dessert item 37";1;14.43;"0.15";12.27
100233;500233;"Riverside";"2025-05-14 14:03:00";"Salad item 53";1;18.54;"0.1";16.69
100234;500234;"Downtown";"2025-03-12 18:57:00";"Burger item 16";1;17.26;"0.15";14.67
100235;500235;"Downtown";"2025-06-25 15:19:00";"Coffee";1;4.49;"0";4.49
100236;500236;"Downtown";"2025-07-18 22:37:00";"Salad item 45";1;22.28;"0";22.28
100237;500237;"Downtown";"2025-08-08 22:00:00";"Beverage item 4";1;23.66;"0";23.66
100238;500238;"Downtown";"2025-05-11 16:37:00";"Side item 19";1;14.02;"0";14.02
100239;500239;"Westgate";"2025-11-25 11:55:00";"Appetizer item 14";4;24.31;"0";97.24
100240;500240;"Westgate";"2025-01-21 16:04:00";"Coffee";1;4.49;"0";4.49
100241;500241;"Westgate";"2025-12-30 15:54:00";"Soup of the day";2;7.99;"0";15.98
100242;500242;"Downtown";"2025-08-08 22:27:00";"Chicken alfredo";4;18.49;"0";73.96
100243;500243;"Downtown";"2025-03-21 21:19:00";"Appetizer item 14";2;24.31;"0.15";41.33
100244;500244;"Downtown";"2025-11-17 19:02:00";"Salad item 36";1;12.6;"0";12.6
100245;500245;"Westgate";"2025-08-06 20:00:00";"Side item 12";1;22.43;"0.1";20.19
100246;500246;"Westgate";"2025-12-26 14:26:00";"Fish & chips";1;20.99;"0";20.99
100247;500247;"Downtown";"2025-01-19 21:13:00";"Burger item 51";3;20.66;"0";61.98
100248;500248;"Westgate";"2025-04-10 14:34:00";"Salad item 45";2;22.28;"0.1";40.1
100249;500249;"Riverside";"2025-03-23 11:57:00";"Caesar salad";3;12.99;"0";38.97
100250;500250;"Riverside";"2025-06-26 19:42:00";"Salad item 35";1;12.79;"0.15";10.87
100252;500252;"Westgate";"2025-06-04 18:46:00";"Past item 7";1;16.46;"0";16.46
100253;500253;"Downtown";"2025-07-14 21:23:00";"Caesar salad";1;12.99;"0.1";11.69
100254;500254;"Westgate";"2025-10-22 22:45:00";"Appetizer item 57";2;17.85;"0.1";32.13
100255;500255;"Riverside";"2025-07-28 16:08:00";"Main item 10";1;22.69;"0.1";20.42
100256;500256;"Westgate";"2025-02-24 19:03:00";"Margherita pizza";1;15.99;"0.15";13.59
100257;500257;"Riverside";"2025-11-28 18:31:00";"Main item 26";1;19.74;"0.1";17.77
100258;500258;"Westgate";"2025-07-03 12:09:00";"Pizz item 25";3;24.59;"0";73.77
100259;500259;"Downtown";"2025-03-13 13:33:00";"Dessert item 32";2;24.93;"0.1";44.87
100260;500260;"Downtown";"2025-09-08 16:32:00";"Pizz item 25";1;24.59;"0";24.59
100261;500261;"Westgate";"2025-11-16 12:39:00";"Beverage item 23";2;19.98;"0";39.96
100262;500262;"Downtown";"2025-05-23 10:01:00";"Salad item 49";1;22.91;"0";22.91
100263;500263;"Downtown";"2025-12-14 16:57:00";"Past item 48";3;19.48;"0";58.44
100264;500264;"Westgate";"2025-04-27 16:58:00";"Appetizer item 14";3;24.31;"0";72.93
100265;500265;"Riverside";"2025-10-04 16:24:00";"Past item 7";2;16.46;"0";32.92
100266;500266;"Westgate";"2025-05-25 17:53:00";"Beverage item 4";1;23.66;"0";23.66
100267;500267;"Riverside";"2025-09-27 21:25:00";"Pizz item 52";1;9.94;"0";9.94
100268;500268;"Downtown";"2025-03-05 10:39:00";"Past item 56";1;18.78;"0.15";15.96
100269;500269;"Westgate";"2025-03-11 12:46:00";"Dessert item 17";1;26.42;"0";26.42
100270;500270;"Westgate";"2025-05-19 17:14:00";"Dessert item 46";4;27.06;"0.1";97.42
100271;500271;"Downtown";"2025-08-02 10:50:00";"Past item 7";2;16.46;"0";32.92
100272;500272;"Downtown";"2025-03-27 17:39:00";"Dessert item 34";1;17.41;"0";17.41
100273;500273;"Riverside";"2025-01-08 19:02:00";"Burger item 11";1;26.52;"0";26.52
100274;500274;"Downtown";"2025-02-15 15:17:00";"Burger item 21";2;22.18;"0";44.36
100275;500275;"Riverside";"2025-06-06 11:14:00";"Pizz item 52";2;9.94;"0.15";16.9
100276;500276;"Westgate";"2025-08-02 17:48:00";"Main item 54";1;25.7;"0";25.7
100277;500277;"Westgate";"2025-11-18 11:30:00";"Dessert item 46";1;27.06;"0";27.06
100278;500278;"Riverside";"2025-02-07 14:57:00";"Coffee";1;4.49;"0.15";3.82
100279;500279;"Westgate";"2025-01-06 10:18:00";"Salad item 2";2;11.93;"0";23.86
100280;500280;"Downtown";"2025-06-05 21:03:00";"Salad item 49";1;22.91;"0.15";19.47
100281;500281;"Westgate";"2025-07-12 21:46:00";"Appetizer item 29";1;25.92;"0";25.92
100282;500282;"Westgate";"2025-02-14 18:18:00";"Burger item 21";3;21.11;"0";63.33
100283;500283;"Downtown";"2025-09-25 16:00:00";"Salad item 35";3;12.79;"0";38.37
100284;500284;"Downtown";"2025-09-14 15:57:00";"Dessert item 17";1;26.42;"0";26.42
100285;500285;"Westgate";"2025-03-21 16:51:00";"Pizz item 28";2;15.18;"0";30.36
100286;500286;"Downtown";"2025-04-20 22:14:00";"Classic burger";4;16.99;"0";67.96
100287;500287;"Westgate";"2025-06-08 12:38:00";"Appetizer item 47";1;14.19;"0.1";12.77
100288;500288;"Westgate";"2025-03-07 12:10:00";"Appetizer item 58";1;7.66;"0";7.66
100289;500289;"Downtown";"2025-02-05 11:09:00";"Classic burger";1;16.99;"0.15";14.44
100290;500290;"Downtown";"2025-10-15 12:51:00";"Appetizer item 29";1;25.92;"0";25.92
100291;500291;"Westgate";"2025-08-18 18:12:00";"Pizz item 28";2;15.18;"0.1";27.32
100292;500292;"Downtown";"2025-06-10 12:45:00";"Grilled salmon";4;30.99;"0";123.96
100293;500293;"Downtown";"2025-02-28 16:36:00";"Side item 3";1;18.01;"0";18.01
100294;500294;"Downtown";"2025-01-06 22:44:00";"Past item 56";5;18.78;"0.15";79.81
100295;500295;"Westgate";"2025-06-23 10:30:00";"Salad item 35";1;12.79;"0.1";11.51
100296;500296;"Riverside";"2025-08-15 21:00:00";"Margherita pizza";2;15.99;"0.1";28.78
100297;500297;"Downtown";"2025-04-26 20:16:00";"Margherita pizza";1;15.99;"0";15.99
100298;500298;"Riverside";"2025-09-09 12:11:00";"Dessert item 13";2;11.33;"0";22.66
